,ICD_code,diagnosis
12864,V0n7g,"Fotgjenger skadd i transportulykke i gymnastikksal, idretts- eller sportsanlegg, inne eller ute, også på skole eller institusjon under arbeid i politi eller fengselsvesen"
12865,V0n7h,"Fotgjenger skadd i transportulykke i gymnastikksal, idretts- eller sportsanlegg, inne eller ute, også på skole eller institusjon under arbeid i annen næring"
12866,V0n7i,"Fotgjenger skadd i transportulykke i gymnastikksal, idretts- eller sportsanlegg, inne eller ute, også på skole eller institusjon under arbeid i ukjent eller ikke spesifisert næring"
12867,V0n7j,"Fotgjenger skadd i transportulykke i gymnastikksal, idretts- eller sportsanlegg, inne eller ute, også på skole eller institusjon under utdanning"
12868,V0n7k,"Fotgjenger skadd i transportulykke i gymnastikksal, idretts- eller sportsanlegg, inne eller ute, også på skole eller institusjon under verneplikt, militærtjeneste eller siviltjeneste"
12869,V0n7m,"Fotgjenger skadd i transportulykke i gymnastikksal, idretts- eller sportsanlegg, inne eller ute, også på skole eller institusjon under idrett, sport eller mosjon i utdanning/verneplikt/siviltjeneste"
12870,V0n7p,"Fotgjenger skadd i transportulykke i gymnastikksal, idretts- eller sportsanlegg, inne eller ute, også på skole eller institusjon under annen idrett, sport eller mosjon"
12871,V0n7r,"Fotgjenger skadd i transportulykke i gymnastikksal, idretts- eller sportsanlegg, inne eller ute, også på skole eller institusjon under annen aktivitet"
12872,V0n7y,"Fotgjenger skadd i transportulykke i gymnastikksal, idretts- eller sportsanlegg, inne eller ute, også på skole eller institusjon under ukjent aktivitet"
12873,V0n8a,"Fotgjenger skadd i transportulykke i friluft, på hav, sjø eller vann under arbeid i industri, bergverk, olje eller gass"
12874,V0n8b,"Fotgjenger skadd i transportulykke i friluft, på hav, sjø eller vann under arbeid i bygg og anlegg"
12875,V0n8c,"Fotgjenger skadd i transportulykke i friluft, på hav, sjø eller vann i all virksomhet knyttet til olje-/gassutvinning på norsk kontinentalsokkel"
12876,V0n8d,"Fotgjenger skadd i transportulykke i friluft, på hav, sjø eller vann i jordbruk eller skogbruk"
12877,V0n8e,"Fotgjenger skadd i transportulykke i friluft, på hav, sjø eller vann under arbeid med fiske eller fangst"
12878,V0n8f,"Fotgjenger skadd i transportulykke i friluft, på hav, sjø eller vann under arbeid i det militære forsvar"
12879,V0n8g,"Fotgjenger skadd i transportulykke i friluft, på hav, sjø eller vann under arbeid i politi eller fengselsvesen"
12880,V0n8h,"Fotgjenger skadd i transportulykke i friluft, på hav, sjø eller vann under arbeid i annen næring"
12881,V0n8i,"Fotgjenger skadd i transportulykke i friluft, på hav, sjø eller vann under arbeid i ukjent eller ikke spesifisert næring"
12882,V0n8j,"Fotgjenger skadd i transportulykke i friluft, på hav, sjø eller vann under utdanning"
12883,V0n8k,"Fotgjenger skadd i transportulykke i friluft, på hav, sjø eller vann under verneplikt, militærtjeneste eller siviltjeneste"
12884,V0n8m,"Fotgjenger skadd i transportulykke i friluft, på hav, sjø eller vann under idrett, sport eller mosjon i utdanning/verneplikt/siviltjeneste"
12885,V0n8p,"Fotgjenger skadd i transportulykke i friluft, på hav, sjø eller vann under annen idrett, sport eller mosjon"
12886,V0n8r,"Fotgjenger skadd i transportulykke i friluft, på hav, sjø eller vann under annen aktivitet"
12887,V0n8y,"Fotgjenger skadd i transportulykke i friluft, på hav, sjø eller vann under ukjent aktivitet"
12888,V0n9a,"Fotgjenger skadd i transportulykke på annet sted under arbeid i industri, bergverk, olje eller gass"
12889,V0n9b,Fotgjenger skadd i transportulykke på annet sted under arbeid i bygg og anlegg
12890,V0n9c,Fotgjenger skadd i transportulykke på annet sted i all virksomhet knyttet til olje-/gassutvinning på norsk kontinentalsokkel
12891,V0n9d,Fotgjenger skadd i transportulykke på annet sted i jordbruk eller skogbruk
12892,V0n9e,Fotgjenger skadd i transportulykke på annet sted under arbeid med fiske eller fangst
12893,V0n9f,Fotgjenger skadd i transportulykke på annet sted under arbeid i det militære forsvar
12894,V0n9g,Fotgjenger skadd i transportulykke på annet sted under arbeid i politi eller fengselsvesen
12895,V0n9h,Fotgjenger skadd i transportulykke på annet sted under arbeid i annen næring
12896,V0n9i,Fotgjenger skadd i transportulykke på annet sted under arbeid i ukjent eller ikke spesifisert næring
12897,V0n9j,Fotgjenger skadd i transportulykke på annet sted under utdanning
12898,V0n9k,"Fotgjenger skadd i transportulykke på annet sted under verneplikt, militærtjeneste eller siviltjeneste"
12899,V0n9m,"Fotgjenger skadd i transportulykke på annet sted under idrett, sport eller mosjon i utdanning/verneplikt/siviltjeneste"
12900,V0n9p,"Fotgjenger skadd i transportulykke på annet sted under annen idrett, sport eller mosjon"
12901,V0n9r,Fotgjenger skadd i transportulykke på annet sted under annen aktivitet
12902,V0n9y,Fotgjenger skadd i transportulykke på annet sted under ukjent aktivitet
12903,V0nxa,"Fotgjenger skadd i transportulykke på ukjent sted under arbeid i industri, bergverk, olje eller gass"
12904,V0nxb,Fotgjenger skadd i transportulykke på ukjent sted under arbeid i bygg og anlegg
12905,V0nxc,Fotgjenger skadd i transportulykke på ukjent sted i all virksomhet knyttet til olje-/gassutvinning på norsk kontinentalsokkel
12906,V0nxd,Fotgjenger skadd i transportulykke på ukjent sted i jordbruk eller skogbruk
12907,V0nxe,Fotgjenger skadd i transportulykke på ukjent sted under arbeid med fiske eller fangst
12908,V0nxf,Fotgjenger skadd i transportulykke på ukjent sted under arbeid i det militære forsvar
12909,V0nxg,Fotgjenger skadd i transportulykke på ukjent sted under arbeid i politi eller fengselsvesen
12910,V0nxh,Fotgjenger skadd i transportulykke på ukjent sted under arbeid i annen næring
12911,V0nxi,Fotgjenger skadd i transportulykke på ukjent sted under arbeid i ukjent eller ikke spesifisert næring
12912,V0nxj,Fotgjenger skadd i transportulykke på ukjent sted under utdanning
12913,V0nxk,"Fotgjenger skadd i transportulykke på ukjent sted under verneplikt, militærtjeneste eller siviltjeneste"
12914,V0nxm,"Fotgjenger skadd i transportulykke på ukjent sted under idrett, sport eller mosjon i utdanning/verneplikt/siviltjeneste"
12915,V0nxp,"Fotgjenger skadd i transportulykke på ukjent sted under annen idrett, sport eller mosjon"
12916,V0nxr,Fotgjenger skadd i transportulykke på ukjent sted under annen aktivitet
12917,V0nxy,Fotgjenger skadd i transportulykke på ukjent sted under ukjent aktivitet
12918,V1n0a,"Fører eller passasjer på sykkel skadd i transportulykke i bolig eller boligområde under arbeid i industri, bergverk, olje eller gass"
12919,V1n0b,Fører eller passasjer på sykkel skadd i transportulykke i bolig eller boligområde under arbeid i bygg og anlegg
12920,V1n0c,Fører eller passasjer på sykkel skadd i transportulykke i bolig eller boligområde i all virksomhet knyttet til olje-/gassutvinning på norsk kontinentalsokkel
12921,V1n0d,Fører eller passasjer på sykkel skadd i transportulykke i bolig eller boligområde i jordbruk eller skogbruk
12922,V1n0e,Fører eller passasjer på sykkel skadd i transportulykke i bolig eller boligområde under arbeid med fiske eller fangst
12923,V1n0f,Fører eller passasjer på sykkel skadd i transportulykke i bolig eller boligområde under arbeid i det militære forsvar
12924,V1n0g,Fører eller passasjer på sykkel skadd i transportulykke i bolig eller boligområde under arbeid i politi eller fengselsvesen
12925,V1n0h,Fører eller passasjer på sykkel skadd i transportulykke i bolig eller boligområde under arbeid i annen næring
12926,V1n0i,Fører eller passasjer på sykkel skadd i transportulykke i bolig eller boligområde under arbeid i ukjent eller ikke spesifisert næring
12927,V1n0j,Fører eller passasjer på sykkel skadd i transportulykke i bolig eller boligområde under utdanning
12928,V1n0k,"Fører eller passasjer på sykkel skadd i transportulykke i bolig eller boligområde under verneplikt, militærtjeneste eller siviltjeneste"
12929,V1n0m,"Fører eller passasjer på sykkel skadd i transportulykke i bolig eller boligområde under idrett, sport eller mosjon i utdanning/verneplikt/siviltjeneste"
12930,V1n0p,"Fører eller passasjer på sykkel skadd i transportulykke i bolig eller boligområde under annen idrett, sport eller mosjon"
12931,V1n0r,Fører eller passasjer på sykkel skadd i transportulykke i bolig eller boligområde under annen aktivitet
12932,V1n0y,Fører eller passasjer på sykkel skadd i transportulykke i bolig eller boligområde under ukjent aktivitet
12933,V1n1a,"Fører eller passasjer på sykkel skadd i transportulykke ved veitrafikkulykke under arbeid i industri, bergverk, olje eller gass"
12934,V1n1b,Fører eller passasjer på sykkel skadd i transportulykke ved veitrafikkulykke under arbeid i bygg og anlegg
12935,V1n1c,Fører eller passasjer på sykkel skadd i transportulykke ved veitrafikkulykke i all virksomhet knyttet til olje-/gassutvinning på norsk kontinentalsokkel
12936,V1n1d,Fører eller passasjer på sykkel skadd i transportulykke ved veitrafikkulykke i jordbruk eller skogbruk
12937,V1n1e,Fører eller passasjer på sykkel skadd i transportulykke ved veitrafikkulykke under arbeid med fiske eller fangst
12938,V1n1f,Fører eller passasjer på sykkel skadd i transportulykke ved veitrafikkulykke under arbeid i det militære forsvar
12939,V1n1g,Fører eller passasjer på sykkel skadd i transportulykke ved veitrafikkulykke under arbeid i politi eller fengselsvesen
12940,V1n1h,Fører eller passasjer på sykkel skadd i transportulykke ved veitrafikkulykke under arbeid i annen næring
12941,V1n1i,Fører eller passasjer på sykkel skadd i transportulykke ved veitrafikkulykke under arbeid i ukjent eller ikke spesifisert næring
12942,V1n1j,Fører eller passasjer på sykkel skadd i transportulykke ved veitrafikkulykke under utdanning
12943,V1n1k,"Fører eller passasjer på sykkel skadd i transportulykke ved veitrafikkulykke under verneplikt, militærtjeneste eller siviltjeneste"
12944,V1n1m,"Fører eller passasjer på sykkel skadd i transportulykke ved veitrafikkulykke under idrett, sport eller mosjon i utdanning/verneplikt/siviltjeneste"
12945,V1n1p,"Fører eller passasjer på sykkel skadd i transportulykke ved veitrafikkulykke under annen idrett, sport eller mosjon"
12946,V1n1r,Fører eller passasjer på sykkel skadd i transportulykke ved veitrafikkulykke under annen aktivitet
12947,V1n1y,Fører eller passasjer på sykkel skadd i transportulykke ved veitrafikkulykke under ukjent aktivitet
12948,V1n2a,"Fører eller passasjer på sykkel skadd i transportulykke ved annen ulykke på gate eller vei under arbeid i industri, bergverk, olje eller gass"
12949,V1n2b,Fører eller passasjer på sykkel skadd i transportulykke ved annen ulykke på gate eller vei under arbeid i bygg og anlegg
12950,V1n2c,Fører eller passasjer på sykkel skadd i transportulykke ved annen ulykke på gate eller vei i all virksomhet knyttet til olje-/gassutvinning på norsk kontinentalsokkel
12951,V1n2d,Fører eller passasjer på sykkel skadd i transportulykke ved annen ulykke på gate eller vei i jordbruk eller skogbruk
12952,V1n2e,Fører eller passasjer på sykkel skadd i transportulykke ved annen ulykke på gate eller vei under arbeid med fiske eller fangst
12953,V1n2f,Fører eller passasjer på sykkel skadd i transportulykke ved annen ulykke på gate eller vei under arbeid i det militære forsvar
12954,V1n2g,Fører eller passasjer på sykkel skadd i transportulykke ved annen ulykke på gate eller vei under arbeid i politi eller fengselsvesen
12955,V1n2h,Fører eller passasjer på sykkel skadd i transportulykke ved annen ulykke på gate eller vei under arbeid i annen næring
12956,V1n2i,Fører eller passasjer på sykkel skadd i transportulykke ved annen ulykke på gate eller vei under arbeid i ukjent eller ikke spesifisert næring
12957,V1n2j,Fører eller passasjer på sykkel skadd i transportulykke ved annen ulykke på gate eller vei under utdanning
12958,V1n2k,"Fører eller passasjer på sykkel skadd i transportulykke ved annen ulykke på gate eller vei under verneplikt, militærtjeneste eller siviltjeneste"
12959,V1n2m,"Fører eller passasjer på sykkel skadd i transportulykke ved annen ulykke på gate eller vei under idrett, sport eller mosjon i utdanning/verneplikt/siviltjeneste"
12960,V1n2p,"Fører eller passasjer på sykkel skadd i transportulykke ved annen ulykke på gate eller vei under annen idrett, sport eller mosjon"
12961,V1n2r,Fører eller passasjer på sykkel skadd i transportulykke ved annen ulykke på gate eller vei under annen aktivitet
12962,V1n2y,Fører eller passasjer på sykkel skadd i transportulykke ved annen ulykke på gate eller vei under ukjent aktivitet
12963,V1n3a,"Fører eller passasjer på sykkel skadd i transportulykke i barnehage eller på lekeplass under arbeid i industri, bergverk, olje eller gass"
12964,V1n3b,Fører eller passasjer på sykkel skadd i transportulykke i barnehage eller på lekeplass under arbeid i bygg og anlegg
12965,V1n3c,Fører eller passasjer på sykkel skadd i transportulykke i barnehage eller på lekeplass i all virksomhet knyttet til olje-/gassutvinning på norsk kontinentalsokkel
12966,V1n3d,Fører eller passasjer på sykkel skadd i transportulykke i barnehage eller på lekeplass i jordbruk eller skogbruk
12967,V1n3e,Fører eller passasjer på sykkel skadd i transportulykke i barnehage eller på lekeplass under arbeid med fiske eller fangst
12968,V1n3f,Fører eller passasjer på sykkel skadd i transportulykke i barnehage eller på lekeplass under arbeid i det militære forsvar
12969,V1n3g,Fører eller passasjer på sykkel skadd i transportulykke i barnehage eller på lekeplass under arbeid i politi eller fengselsvesen
12970,V1n3h,Fører eller passasjer på sykkel skadd i transportulykke i barnehage eller på lekeplass under arbeid i annen næring
12971,V1n3i,Fører eller passasjer på sykkel skadd i transportulykke i barnehage eller på lekeplass under arbeid i ukjent eller ikke spesifisert næring
12972,V1n3j,Fører eller passasjer på sykkel skadd i transportulykke i barnehage eller på lekeplass under utdanning
12973,V1n3k,"Fører eller passasjer på sykkel skadd i transportulykke i barnehage eller på lekeplass under verneplikt, militærtjeneste eller siviltjeneste"
12974,V1n3m,"Fører eller passasjer på sykkel skadd i transportulykke i barnehage eller på lekeplass under idrett, sport eller mosjon i utdanning/verneplikt/siviltjeneste"
12975,V1n3p,"Fører eller passasjer på sykkel skadd i transportulykke i barnehage eller på lekeplass under annen idrett, sport eller mosjon"
12976,V1n3r,Fører eller passasjer på sykkel skadd i transportulykke i barnehage eller på lekeplass under annen aktivitet
12977,V1n3y,Fører eller passasjer på sykkel skadd i transportulykke i barnehage eller på lekeplass under ukjent aktivitet
12978,V1n4a,"Fører eller passasjer på sykkel skadd i transportulykke på skole, høyskole eller i skolegård under arbeid i industri, bergverk, olje eller gass"
12979,V1n4b,"Fører eller passasjer på sykkel skadd i transportulykke på skole, høyskole eller i skolegård under arbeid i bygg og anlegg"
12980,V1n4c,"Fører eller passasjer på sykkel skadd i transportulykke på skole, høyskole eller i skolegård i all virksomhet knyttet til olje-/gassutvinning på norsk kontinentalsokkel"
12981,V1n4d,"Fører eller passasjer på sykkel skadd i transportulykke på skole, høyskole eller i skolegård i jordbruk eller skogbruk"
